-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-1.00E+01,-1.00E+01
-7.78E+00,-9.89E+00
-1.00E+01,-9.89E+00
-1.00E+01,-9.89E+00
-9.77E+00,-9.88E+00
-5.21E+00,-9.64E+00
4.47E+00,-8.92E+00
-6.14E+00,-8.73E+00
-6.32E+00,-8.54E+00
-1.00E+01,-8.54E+00
4.47E+00,-7.82E+00
-4.91E+00,-7.56E+00
-8.48E+00,-7.49E+00
1.62E+01,-6.18E+00
-2.00E+00,-5.78E+00
2.48E+01,-4.03E+00
-8.48E+00,-3.96E+00
2.93E+01,-1.99E+00
2.96E+01,-1.14E-02
4.51E+01,2.74E+00
7.98E+01,7.23E+00
6.87E+01,1.11E+01
8.39E+01,1.58E+01
3.51E+01,1.80E+01
1.65E+01,1.93E+01
1.76E+01,2.05E+01
1.35E+01,2.09E+01
1.90E+01,2.22E+01
2.15E+01,2.36E+01
6.01E+01,2.71E+01
7.91E+01,3.08E+01
3.71E+01,3.29E+01
2.22E+01,3.44E+01
6.51E+01,3.69E+01
5.23E+01,3.96E+01
2.19E+01,3.95E+01
2.24E+01,4.10E+01
2.27E+01,4.07E+01
1.55E+01,4.00E+01
3.50E+01,3.95E+01
1.68E+01,3.63E+01
8.10E+01,3.69E+01
8.05E+01,3.68E+01
2.84E+01,3.64E+01
-1.03E+01,3.51E+01
8.04E+01,3.82E+01
4.92E+01,4.00E+01
-8.83E+00,3.86E+01
8.11E+01,4.16E+01
6.64E+01,4.19E+01
1.55E+01,3.87E+01
7.77E+01,4.07E+01
8.04E+01,4.37E+01
-1.77E+00,4.03E+01
6.51E+01,4.10E+01
7.65E+01,4.37E+01
1.65E+01,4.34E+01
3.41E+01,4.40E+01
3.57E+01,4.50E+01
1.59E+01,4.40E+01
3.48E+01,4.49E+01
-8.32E-01,4.08E+01
-1.65E+00,3.67E+01
5.53E+01,3.81E+01
5.48E+01,4.13E+01
4.97E+01,3.98E+01
3.70E+01,3.92E+01
3.37E+01,4.13E+01
5.31E+01,3.99E+01
5.20E+01,3.92E+01
-8.57E+00,3.80E+01
7.79E+01,3.80E+01
-1.03E+01,3.34E+01
1.43E+01,3.43E+01
8.30E+01,3.51E+01
-8.74E+00,3.09E+01
5.41E+01,3.28E+01
7.20E+01,3.47E+01
-8.43E+00,3.25E+01
-3.23E+00,3.15E+01
5.02E+01,3.23E+01
-8.11E+00,3.19E+01
-8.82E+00,3.15E+01
8.31E+01,3.29E+01
5.92E+01,3.32E+01
3.20E+01,3.23E+01
2.46E+01,3.16E+01
5.09E+01,3.25E+01
-9.63E+00,2.94E+01
6.54E+01,3.00E+01
-4.22E+00,3.03E+01
-8.65E+00,2.59E+01
6.43E+01,2.97E+01
8.47E+01,3.32E+01
-1.00E+01,2.85E+01
3.03E+01,3.05E+01
8.37E+01,3.20E+01
5.84E+01,3.13E+01
8.40E+01,3.59E+01
-9.19E+00,3.56E+01
8.30E+01,3.72E+01
-1.00E+01,3.72E+01
6.47E+01,4.08E+01
6.36E+01,3.99E+01
-8.27E+00,3.65E+01
4.88E+01,3.73E+01
8.54E+01,4.04E+01
-1.00E+01,3.73E+01
2.98E+01,3.93E+01
