-7.47E+00,3.56E+01
8.27E+01,4.00E+01
4.92E+00,4.07E+01
2.91E+01,3.89E+01
4.89E+01,3.71E+01
3.64E+01,3.94E+01
2.98E+01,3.94E+01
2.94E+01,3.67E+01
4.79E+01,3.62E+01
7.53E+01,3.57E+01
-1.00E+01,3.57E+01
5.19E+01,3.41E+01
5.28E+01,3.73E+01
3.14E+01,3.56E+01
6.72E+01,3.58E+01
6.75E+01,3.96E+01
3.30E+01,3.88E+01
8.19E+01,3.86E+01
5.59E+01,4.19E+01
-1.02E+01,3.99E+01
8.46E+01,4.45E+01
4.69E+01,4.27E+01
4.88E+01,4.49E+01
4.83E+01,4.59E+01
6.99E+01,4.69E+01
4.33E+01,4.73E+01
8.07E+01,4.98E+01
-8.99E+00,4.79E+01
7.96E+01,4.95E+01
6.50E+01,4.90E+01
8.51E+01,5.37E+01
4.78E+01,5.35E+01
8.34E+01,5.51E+01
8.10E+01,5.75E+01
8.03E+01,5.82E+01
6.36E+01,5.80E+01
4.98E+01,5.88E+01
3.40E+01,5.64E+01
4.86E+01,5.61E+01
7.87E+01,6.05E+01
7.86E+01,6.02E+01
3.30E+01,5.95E+01
3.31E+01,5.87E+01
4.44E+01,5.85E+01
3.60E+01,5.69E+01
4.12E+01,5.67E+01
6.25E+01,5.58E+01
6.94E+01,5.98E+01
3.93E+01,5.77E+01
2.23E+00,5.46E+01
-8.57E+00,4.99E+01
-8.34E+00,4.71E+01
1.37E+01,4.36E+01
6.17E+01,4.27E+01
-1.00E+01,3.82E+01
-1.92E+00,3.49E+01
1.39E+01,3.31E+01
3.22E+01,3.30E+01
3.89E+01,3.25E+01
3.90E+01,3.05E+01
-9.93E+00,2.61E+01
7.85E+00,2.48E+01
-1.29E+00,2.31E+01
9.50E+00,2.14E+01
5.00E+00,1.98E+01
-1.00E+01,1.73E+01
3.28E+01,1.58E+01
8.03E+00,1.27E+01
-1.00E+01,1.02E+01
1.72E+01,1.10E+01
4.15E+01,1.35E+01
-8.11E+00,1.35E+01
-4.06E+00,1.26E+01
5.93E+01,1.25E+01
3.70E+01,1.48E+01
-1.00E+01,1.44E+01
-7.98E+00,1.33E+01
-9.03E-01,1.17E+01
3.53E+01,1.15E+01
4.07E+01,1.16E+01
3.91E+01,1.40E+01
-8.84E-01,1.36E+01
4.48E+01,1.59E+01
3.64E+01,1.73E+01
7.06E+01,2.05E+01
-1.00E+01,2.05E+01
7.06E+01,2.24E+01
-1.00E+01,2.15E+01
6.34E+01,2.52E+01
-1.24E+00,2.43E+01
1.27E+01,2.28E+01
-1.92E+00,2.31E+01
7.22E+01,2.70E+01
1.65E+01,2.48E+01
-5.61E+00,2.27E+01
-3.30E+00,2.30E+01
3.71E+01,2.53E+01
-4.87E+00,2.51E+01
-1.00E+01,2.28E+01
3.50E+01,2.25E+01
3.37E+01,2.23E+01
5.44E+01,2.50E+01
1.29E+01,2.34E+01
3.54E+01,2.34E+01
1.96E+01,2.08E+01
1.14E+01,2.19E+01
5.97E+01,2.13E+01
2.57E+01,2.31E+01
7.10E+00,2.03E+01
3.38E+01,2.21E+01
3.33E+01,2.31E+01
1.19E+01,2.38E+01
1.15E+01,2.08E+01
1.57E+01,2.07E+01
6.31E+01,2.41E+01
-1.00E+01,2.38E+01
2.89E+01,2.34E+01
7.08E+01,2.72E+01
1.61E+01,2.85E+01
7.61E+01,3.06E+01
7.61E+01,3.27E+01
6.25E+01,3.31E+01
7.80E+01,3.63E+01
1.24E+01,3.52E+01
1.63E+01,3.50E+01
7.68E+01,3.83E+01
3.56E+01,3.71E+01
1.11E+01,3.64E+01
6.11E+01,3.91E+01
8.11E+01,4.14E+01
8.16E+01,4.38E+01
8.10E+01,4.73E+01
6.23E+01,4.98E+01
3.53E+01,5.08E+01
1.42E+01,4.84E+01
6.00E+01,5.19E+01
6.09E+01,5.35E+01
1.65E+01,5.08E+01
5.17E+01,5.25E+01
4.84E+01,5.11E+01
6.12E+01,5.04E+01
7.90E+01,5.12E+01
1.77E+01,4.82E+01
6.14E+01,5.07E+01
3.28E+01,5.15E+01
6.26E+01,5.08E+01
3.38E+01,5.07E+01
-1.00E+01,4.96E+01
6.21E+01,4.97E+01
5.25E+01,4.83E+01
3.06E+01,4.57E+01
1.10E+01,4.22E+01
5.98E+01,4.21E+01
6.32E+01,4.35E+01
3.23E+01,4.44E+01
6.38E+01,4.46E+01
5.84E+01,4.44E+01
6.21E+01,4.67E+01
6.15E+01,4.72E+01
1.64E+01,4.56E+01
1.57E+00,4.26E+01
6.29E+01,4.18E+01
1.42E+01,4.17E+01
1.57E+01,3.94E+01
1.55E+01,3.85E+01
3.41E+01,3.71E+01
6.16E+01,3.85E+01
3.02E+01,4.05E+01
-1.00E+01,3.69E+01
1.73E+01,3.51E+01
6.31E+01,3.67E+01
-8.42E+00,3.58E+01
3.02E+01,3.43E+01
-8.99E+00,3.07E+01
5.30E+01,3.17E+01
1.55E+01,2.93E+01
6.19E+01,2.95E+01
6.01E+01,2.94E+01
8.19E+01,3.04E+01
5.59E+01,3.24E+01
2.89E+01,3.37E+01
6.33E+01,3.37E+01
7.75E+01,3.69E+01
-9.35E+00,3.57E+01
8.15E+01,3.90E+01
-1.00E+01,3.68E+01
8.05E+01,3.77E+01
6.75E+01,3.96E+01
1.45E+01,4.08E+01
8.16E+01,4.40E+01
-1.00E+01,4.03E+01
3.12E+01,4.23E+01
-1.03E+01,4.03E+01
5.24E+01,4.34E+01
1.83E+01,4.16E+01
7.94E+01,4.48E+01
8.37E+01,4.59E+01
-1.00E+01,4.24E+01
8.04E+01,4.23E+01
8.29E+01,4.37E+01
-8.48E+00,4.18E+01
-8.67E+00,3.82E+01
8.47E+01,3.86E+01
-1.00E+01,3.86E+01
8.33E+01,3.86E+01
8.22E+01,4.33E+01
-1.01E+01,3.87E+01
-1.00E+01,3.49E+01
-1.01E+01,3.36E+01
3.58E+01,3.13E+01
1.50E+01,3.26E+01
8.45E+01,3.52E+01
-1.03E+01,3.52E+01
8.01E+01,3.66E+01
7.71E+01,3.96E+01
8.61E+01,3.99E+01
-1.00E+01,3.52E+01
8.51E+01,4.00E+01
8.57E+01,4.02E+01
7.94E+01,4.01E+01
-1.00E+01,4.00E+01
1.11E+01,4.10E+01
7.79E+01,4.06E+01
8.51E+01,4.54E+01
7.69E+01,4.51E+01
8.48E+01,4.52E+01
8.36E+01,4.99E+01
7.86E+01,5.43E+01
7.71E+01,5.87E+01
-8.15E+00,5.65E+01
1.46E+01,5.65E+01
1.67E+01,5.31E+01
8.71E+01,5.79E+01
-8.16E+00,5.35E+01
5.32E+01,5.23E+01
8.84E+01,5.24E+01
1.68E+01,5.38E+01
7.95E+01,5.35E+01
8.33E+01,5.34E+01
8.66E+01,5.37E+01
7.98E+01,5.82E+01
5.22E+01,6.03E+01
7.93E+01,6.04E+01
8.83E+01,6.05E+01
8.68E+01,6.10E+01
8.41E+01,6.10E+01
3.09E+01,5.84E+01
4.67E+01,5.68E+01
-9.61E+00,5.24E+01
7.67E+01,5.67E+01
8.58E+01,6.02E+01
-1.00E+01,5.89E+01
7.93E+01,5.85E+01
7.90E+01,6.29E+01
8.71E+01,6.46E+01
8.79E+01,6.45E+01
8.50E+01,6.79E+01
8.59E+01,6.83E+01
8.67E+01,6.84E+01
7.86E+01,6.80E+01
